# ZDC LUT for HI running 2023, commissioning implementation
# Scaling factor of 1 used for double -> int conversion
#<header> V1 13 32 </header>

0 1 # Scaling Factor
1 0 # [index ibit=0], [index idet=0]
1838 0 # [index ibit=45], [index idet=7]
1839 0 # [index ibit=46], [index idet=7]
1840 0 # [index ibit=47], [index idet=7]
1841 0 # [index ibit=48], [index idet=7]
1842 0 # [index ibit=49], [index idet=7]
1843 0 # [index ibit=50], [index idet=7]
1844 0 # [index ibit=51], [index idet=7]
1845 0 # [index ibit=52], [index idet=7]
1846 0 # [index ibit=53], [index idet=7]
1847 0 # [index ibit=54], [index idet=7]
1848 0 # [index ibit=55], [index idet=7]
1849 0 # [index ibit=56], [index idet=7]
1850 0 # [index ibit=57], [index idet=7]
1851 0 # [index ibit=58], [index idet=7]
1852 0 # [index ibit=59], [index idet=7]
1853 0 # [index ibit=60], [index idet=7]
1854 0 # [index ibit=61], [index idet=7]
1855 0 # [index ibit=62], [index idet=7]
1856 0 # [index ibit=63], [index idet=7]
1857 0 # [index ibit=64], [index idet=7]
1858 0 # [index ibit=65], [index idet=7]
1859 0 # [index ibit=66], [index idet=7]
1860 0 # [index ibit=67], [index idet=7]
1861 0 # [index ibit=68], [index idet=7]
1862 0 # [index ibit=69], [index idet=7]
1863 0 # [index ibit=70], [index idet=7]
1864 0 # [index ibit=71], [index idet=7]
1865 0 # [index ibit=72], [index idet=7]
1866 0 # [index ibit=73], [index idet=7]
1867 0 # [index ibit=74], [index idet=7]
1868 0 # [index ibit=75], [index idet=7]
1869 0 # [index ibit=76], [index idet=7]
1870 0 # [index ibit=77], [index idet=7]
1871 0 # [index ibit=78], [index idet=7]
1872 0 # [index ibit=79], [index idet=7]
1873 0 # [index ibit=80], [index idet=7]
1874 0 # [index ibit=81], [index idet=7]
1875 0 # [index ibit=82], [index idet=7]
1876 0 # [index ibit=83], [index idet=7]
1877 0 # [index ibit=84], [index idet=7]
1878 9 # [index ibit=85], [index idet=7]
1879 10 # [index ibit=86], [index idet=7]
1880 10 # [index ibit=87], [index idet=7]
1881 11 # [index ibit=88], [index idet=7]
1882 11 # [index ibit=89], [index idet=7]
1883 12 # [index ibit=90], [index idet=7]
1884 12 # [index ibit=91], [index idet=7]
1885 12 # [index ibit=92], [index idet=7]
1886 13 # [index ibit=93], [index idet=7]
1887 13 # [index ibit=94], [index idet=7]
1888 14 # [index ibit=95], [index idet=7]
1889 14 # [index ibit=96], [index idet=7]
1890 15 # [index ibit=97], [index idet=7]
1891 15 # [index ibit=98], [index idet=7]
1892 16 # [index ibit=99], [index idet=7]
1893 16 # [index ibit=100], [index idet=7]
1894 17 # [index ibit=101], [index idet=7]
1895 18 # [index ibit=102], [index idet=7]
1896 19 # [index ibit=103], [index idet=7]
1897 20 # [index ibit=104], [index idet=7]
1898 21 # [index ibit=105], [index idet=7]
1899 22 # [index ibit=106], [index idet=7]
1900 23 # [index ibit=107], [index idet=7]
1901 24 # [index ibit=108], [index idet=7]
1902 25 # [index ibit=109], [index idet=7]
1903 26 # [index ibit=110], [index idet=7]
1904 26 # [index ibit=111], [index idet=7]
1905 27 # [index ibit=112], [index idet=7]
1906 28 # [index ibit=113], [index idet=7]
1907 29 # [index ibit=114], [index idet=7]
1908 30 # [index ibit=115], [index idet=7]
1909 31 # [index ibit=116], [index idet=7]
1910 32 # [index ibit=117], [index idet=7]
1911 33 # [index ibit=118], [index idet=7]
1912 34 # [index ibit=119], [index idet=7]
1913 35 # [index ibit=120], [index idet=7]
1914 36 # [index ibit=121], [index idet=7]
1915 38 # [index ibit=122], [index idet=7]
1916 40 # [index ibit=123], [index idet=7]
1917 42 # [index ibit=124], [index idet=7]
1918 43 # [index ibit=125], [index idet=7]
1919 45 # [index ibit=126], [index idet=7]
1920 47 # [index ibit=127], [index idet=7]
1921 43 # [index ibit=128], [index idet=7]
1922 45 # [index ibit=129], [index idet=7]
1923 47 # [index ibit=130], [index idet=7]
1924 49 # [index ibit=131], [index idet=7]
1925 51 # [index ibit=132], [index idet=7]
1926 52 # [index ibit=133], [index idet=7]
1927 54 # [index ibit=134], [index idet=7]
1928 56 # [index ibit=135], [index idet=7]
1929 58 # [index ibit=136], [index idet=7]
1930 60 # [index ibit=137], [index idet=7]
1931 62 # [index ibit=138], [index idet=7]
1932 63 # [index ibit=139], [index idet=7]
1933 65 # [index ibit=140], [index idet=7]
1934 67 # [index ibit=141], [index idet=7]
1935 69 # [index ibit=142], [index idet=7]
1936 71 # [index ibit=143], [index idet=7]
1937 74 # [index ibit=144], [index idet=7]
1938 77 # [index ibit=145], [index idet=7]
1939 81 # [index ibit=146], [index idet=7]
1940 85 # [index ibit=147], [index idet=7]
1941 88 # [index ibit=148], [index idet=7]
1942 92 # [index ibit=149], [index idet=7]
1943 96 # [index ibit=150], [index idet=7]
1944 99 # [index ibit=151], [index idet=7]
1945 103 # [index ibit=152], [index idet=7]
1946 107 # [index ibit=153], [index idet=7]
1947 110 # [index ibit=154], [index idet=7]
1948 114 # [index ibit=155], [index idet=7]
1949 118 # [index ibit=156], [index idet=7]
1950 121 # [index ibit=157], [index idet=7]
1951 125 # [index ibit=158], [index idet=7]
1952 129 # [index ibit=159], [index idet=7]
1953 132 # [index ibit=160], [index idet=7]
1954 136 # [index ibit=161], [index idet=7]
1955 140 # [index ibit=162], [index idet=7]
1956 144 # [index ibit=163], [index idet=7]
1957 149 # [index ibit=164], [index idet=7]
1958 156 # [index ibit=165], [index idet=7]
1959 164 # [index ibit=166], [index idet=7]
1960 171 # [index ibit=167], [index idet=7]
1961 178 # [index ibit=168], [index idet=7]
1962 186 # [index ibit=169], [index idet=7]
1963 193 # [index ibit=170], [index idet=7]
1964 201 # [index ibit=171], [index idet=7]
1965 208 # [index ibit=172], [index idet=7]
1966 215 # [index ibit=173], [index idet=7]
1967 223 # [index ibit=174], [index idet=7]
1968 230 # [index ibit=175], [index idet=7]
1969 237 # [index ibit=176], [index idet=7]
1970 245 # [index ibit=177], [index idet=7]
1971 252 # [index ibit=178], [index idet=7]
1972 259 # [index ibit=179], [index idet=7]
1973 267 # [index ibit=180], [index idet=7]
1974 274 # [index ibit=181], [index idet=7]
1975 281 # [index ibit=182], [index idet=7]
1976 289 # [index ibit=183], [index idet=7]
1977 296 # [index ibit=184], [index idet=7]
1978 307 # [index ibit=185], [index idet=7]
1979 322 # [index ibit=186], [index idet=7]
1980 337 # [index ibit=187], [index idet=7]
1981 351 # [index ibit=188], [index idet=7]
1982 366 # [index ibit=189], [index idet=7]
1983 381 # [index ibit=190], [index idet=7]
1984 396 # [index ibit=191], [index idet=7]
1985 368 # [index ibit=192], [index idet=7]
1986 382 # [index ibit=193], [index idet=7]
1987 397 # [index ibit=194], [index idet=7]
1988 412 # [index ibit=195], [index idet=7]
1989 427 # [index ibit=196], [index idet=7]
1990 441 # [index ibit=197], [index idet=7]
1991 456 # [index ibit=198], [index idet=7]
1992 471 # [index ibit=199], [index idet=7]
1993 486 # [index ibit=200], [index idet=7]
1994 500 # [index ibit=201], [index idet=7]
1995 515 # [index ibit=202], [index idet=7]
1996 530 # [index ibit=203], [index idet=7]
1997 545 # [index ibit=204], [index idet=7]
1998 559 # [index ibit=205], [index idet=7]
1999 574 # [index ibit=206], [index idet=7]
2000 589 # [index ibit=207], [index idet=7]
2001 611 # [index ibit=208], [index idet=7]
2002 640 # [index ibit=209], [index idet=7]
2003 670 # [index ibit=210], [index idet=7]
2004 699 # [index ibit=211], [index idet=7]
2005 729 # [index ibit=212], [index idet=7]
2006 758 # [index ibit=213], [index idet=7]
2007 788 # [index ibit=214], [index idet=7]
2008 817 # [index ibit=215], [index idet=7]
2009 847 # [index ibit=216], [index idet=7]
2010 876 # [index ibit=217], [index idet=7]
2011 906 # [index ibit=218], [index idet=7]
2012 935 # [index ibit=219], [index idet=7]
2013 965 # [index ibit=220], [index idet=7]
2014 994 # [index ibit=221], [index idet=7]
2015 1023 # [index ibit=222], [index idet=7]
2016 1023 # [index ibit=223], [index idet=7]
2017 1023 # [index ibit=224], [index idet=7]
2018 1023 # [index ibit=225], [index idet=7]
2019 1023 # [index ibit=226], [index idet=7]
2020 1023 # [index ibit=227], [index idet=7]
2021 1023 # [index ibit=228], [index idet=7]
2022 1023 # [index ibit=229], [index idet=7]
2023 1023 # [index ibit=230], [index idet=7]
2024 1023 # [index ibit=231], [index idet=7]
2025 1023 # [index ibit=232], [index idet=7]
2026 1023 # [index ibit=233], [index idet=7]
2027 1023 # [index ibit=234], [index idet=7]
2028 1023 # [index ibit=235], [index idet=7]
2029 1023 # [index ibit=236], [index idet=7]
2030 1023 # [index ibit=237], [index idet=7]
2031 1023 # [index ibit=238], [index idet=7]
2032 1023 # [index ibit=239], [index idet=7]
2033 1023 # [index ibit=240], [index idet=7]
2034 1023 # [index ibit=241], [index idet=7]
2035 1023 # [index ibit=242], [index idet=7]
2036 1023 # [index ibit=243], [index idet=7]
2037 1023 # [index ibit=244], [index idet=7]
2038 1023 # [index ibit=245], [index idet=7]
2039 1023 # [index ibit=246], [index idet=7]
2040 1023 # [index ibit=247], [index idet=7]
2041 1023 # [index ibit=248], [index idet=7]
2042 1023 # [index ibit=249], [index idet=7]
2043 1023 # [index ibit=250], [index idet=7]
2044 1023 # [index ibit=251], [index idet=7]
2045 1023 # [index ibit=252], [index idet=7]
2046 1023 # [index ibit=253], [index idet=7]
2047 1023 # [index ibit=254], [index idet=7]
2048 1023 # [index ibit=255], [index idet=7]
2049 0 # [index ibit=0], [index idet=8]
2050 0 # [index ibit=1], [index idet=8]
2051 0 # [index ibit=2], [index idet=8]
2052 0 # [index ibit=3], [index idet=8]
2053 0 # [index ibit=4], [index idet=8]
2054 0 # [index ibit=5], [index idet=8]
2055 0 # [index ibit=6], [index idet=8]
2056 0 # [index ibit=7], [index idet=8]
2057 0 # [index ibit=8], [index idet=8]
2058 0 # [index ibit=9], [index idet=8]
2059 0 # [index ibit=10], [index idet=8]
2060 0 # [index ibit=11], [index idet=8]
2061 0 # [index ibit=12], [index idet=8]
2062 0 # [index ibit=13], [index idet=8]
2063 0 # [index ibit=14], [index idet=8]
2064 0 # [index ibit=15], [index idet=8]
2065 0 # [index ibit=16], [index idet=8]
2066 0 # [index ibit=17], [index idet=8]
2067 0 # [index ibit=18], [index idet=8]
2068 0 # [index ibit=19], [index idet=8]
2069 0 # [index ibit=20], [index idet=8]
2070 0 # [index ibit=21], [index idet=8]
2071 0 # [index ibit=22], [index idet=8]
2072 0 # [index ibit=23], [index idet=8]
2073 0 # [index ibit=24], [index idet=8]
2074 0 # [index ibit=25], [index idet=8]
2075 0 # [index ibit=26], [index idet=8]
2076 0 # [index ibit=27], [index idet=8]
2077 0 # [index ibit=28], [index idet=8]
2078 0 # [index ibit=29], [index idet=8]
2079 0 # [index ibit=30], [index idet=8]
2080 0 # [index ibit=31], [index idet=8]
2081 0 # [index ibit=32], [index idet=8]
2082 0 # [index ibit=33], [index idet=8]
2083 0 # [index ibit=34], [index idet=8]
2084 0 # [index ibit=35], [index idet=8]
2085 0 # [index ibit=36], [index idet=8]
2086 0 # [index ibit=37], [index idet=8]
2087 0 # [index ibit=38], [index idet=8]
2088 0 # [index ibit=39], [index idet=8]
2089 0 # [index ibit=40], [index idet=8]
2090 0 # [index ibit=41], [index idet=8]
2091 0 # [index ibit=42], [index idet=8]
2092 0 # [index ibit=43], [index idet=8]
2093 0 # [index ibit=44], [index idet=8]
2094 0 # [index ibit=45], [index idet=8]
2095 0 # [index ibit=46], [index idet=8]
2096 0 # [index ibit=47], [index idet=8]
2097 0 # [index ibit=48], [index idet=8]
2098 0 # [index ibit=49], [index idet=8]
2099 0 # [index ibit=50], [index idet=8]
2100 0 # [index ibit=51], [index idet=8]
2101 0 # [index ibit=52], [index idet=8]
2102 0 # [index ibit=53], [index idet=8]
2103 0 # [index ibit=54], [index idet=8]
2104 0 # [index ibit=55], [index idet=8]
2105 0 # [index ibit=56], [index idet=8]
2106 0 # [index ibit=57], [index idet=8]
2107 0 # [index ibit=58], [index idet=8]
2108 0 # [index ibit=59], [index idet=8]
2109 0 # [index ibit=60], [index idet=8]
2110 0 # [index ibit=61], [index idet=8]
2111 0 # [index ibit=62], [index idet=8]
2112 0 # [index ibit=63], [index idet=8]
2113 0 # [index ibit=64], [index idet=8]
2114 0 # [index ibit=65], [index idet=8]
2115 0 # [index ibit=66], [index idet=8]
2116 0 # [index ibit=67], [index idet=8]
2117 0 # [index ibit=68], [index idet=8]
2118 0 # [index ibit=69], [index idet=8]
2119 0 # [index ibit=70], [index idet=8]
2120 0 # [index ibit=71], [index idet=8]
2121 0 # [index ibit=72], [index idet=8]
2122 0 # [index ibit=73], [index idet=8]
2123 0 # [index ibit=74], [index idet=8]
2124 0 # [index ibit=75], [index idet=8]
2125 0 # [index ibit=76], [index idet=8]
2126 0 # [index ibit=77], [index idet=8]
2127 0 # [index ibit=78], [index idet=8]
2128 0 # [index ibit=79], [index idet=8]
2129 0 # [index ibit=80], [index idet=8]
2130 0 # [index ibit=81], [index idet=8]
2131 0 # [index ibit=82], [index idet=8]
2132 0 # [index ibit=83], [index idet=8]
2133 9 # [index ibit=84], [index idet=8]
2134 9 # [index ibit=85], [index idet=8]
2135 10 # [index ibit=86], [index idet=8]
2136 10 # [index ibit=87], [index idet=8]
2137 11 # [index ibit=88], [index idet=8]
2138 11 # [index ibit=89], [index idet=8]
2139 12 # [index ibit=90], [index idet=8]
2140 12 # [index ibit=91], [index idet=8]
2141 13 # [index ibit=92], [index idet=8]
2142 13 # [index ibit=93], [index idet=8]
2143 13 # [index ibit=94], [index idet=8]
2144 14 # [index ibit=95], [index idet=8]
2145 14 # [index ibit=96], [index idet=8]
2146 15 # [index ibit=97], [index idet=8]
2147 15 # [index ibit=98], [index idet=8]
2148 16 # [index ibit=99], [index idet=8]
2149 16 # [index ibit=100], [index idet=8]
2150 17 # [index ibit=101], [index idet=8]
2151 18 # [index ibit=102], [index idet=8]
2152 19 # [index ibit=103], [index idet=8]
2153 20 # [index ibit=104], [index idet=8]
2154 21 # [index ibit=105], [index idet=8]
2155 22 # [index ibit=106], [index idet=8]
2156 23 # [index ibit=107], [index idet=8]
2157 24 # [index ibit=108], [index idet=8]
2158 25 # [index ibit=109], [index idet=8]
2159 26 # [index ibit=110], [index idet=8]
2160 27 # [index ibit=111], [index idet=8]
2161 27 # [index ibit=112], [index idet=8]
2162 28 # [index ibit=113], [index idet=8]
2163 29 # [index ibit=114], [index idet=8]
2164 30 # [index ibit=115], [index idet=8]
2165 31 # [index ibit=116], [index idet=8]
2166 32 # [index ibit=117], [index idet=8]
2167 33 # [index ibit=118], [index idet=8]
2168 34 # [index ibit=119], [index idet=8]
2169 35 # [index ibit=120], [index idet=8]
2170 36 # [index ibit=121], [index idet=8]
2171 38 # [index ibit=122], [index idet=8]
2172 40 # [index ibit=123], [index idet=8]
2173 42 # [index ibit=124], [index idet=8]
2174 44 # [index ibit=125], [index idet=8]
2175 45 # [index ibit=126], [index idet=8]
2176 47 # [index ibit=127], [index idet=8]
2177 43 # [index ibit=128], [index idet=8]
2178 45 # [index ibit=129], [index idet=8]
2179 47 # [index ibit=130], [index idet=8]
2180 49 # [index ibit=131], [index idet=8]
2181 51 # [index ibit=132], [index idet=8]
2182 53 # [index ibit=133], [index idet=8]
2183 54 # [index ibit=134], [index idet=8]
2184 56 # [index ibit=135], [index idet=8]
2185 58 # [index ibit=136], [index idet=8]
2186 60 # [index ibit=137], [index idet=8]
2187 62 # [index ibit=138], [index idet=8]
2188 64 # [index ibit=139], [index idet=8]
2189 65 # [index ibit=140], [index idet=8]
2190 67 # [index ibit=141], [index idet=8]
2191 69 # [index ibit=142], [index idet=8]
2192 71 # [index ibit=143], [index idet=8]
2193 74 # [index ibit=144], [index idet=8]
2194 77 # [index ibit=145], [index idet=8]
2195 81 # [index ibit=146], [index idet=8]
2196 85 # [index ibit=147], [index idet=8]
2197 88 # [index ibit=148], [index idet=8]
2198 92 # [index ibit=149], [index idet=8]
2199 96 # [index ibit=150], [index idet=8]
2200 99 # [index ibit=151], [index idet=8]
2201 103 # [index ibit=152], [index idet=8]
2202 107 # [index ibit=153], [index idet=8]
2203 111 # [index ibit=154], [index idet=8]
2204 114 # [index ibit=155], [index idet=8]
2205 118 # [index ibit=156], [index idet=8]
2206 122 # [index ibit=157], [index idet=8]
2207 125 # [index ibit=158], [index idet=8]
2208 129 # [index ibit=159], [index idet=8]
2209 133 # [index ibit=160], [index idet=8]
2210 136 # [index ibit=161], [index idet=8]
2211 140 # [index ibit=162], [index idet=8]
2212 144 # [index ibit=163], [index idet=8]
2213 149 # [index ibit=164], [index idet=8]
2214 156 # [index ibit=165], [index idet=8]
2215 164 # [index ibit=166], [index idet=8]
2216 171 # [index ibit=167], [index idet=8]
2217 179 # [index ibit=168], [index idet=8]
2218 186 # [index ibit=169], [index idet=8]
2219 193 # [index ibit=170], [index idet=8]
2220 201 # [index ibit=171], [index idet=8]
2221 208 # [index ibit=172], [index idet=8]
2222 215 # [index ibit=173], [index idet=8]
2223 223 # [index ibit=174], [index idet=8]
2224 230 # [index ibit=175], [index idet=8]
2225 237 # [index ibit=176], [index idet=8]
2226 245 # [index ibit=177], [index idet=8]
2227 252 # [index ibit=178], [index idet=8]
2228 260 # [index ibit=179], [index idet=8]
2229 267 # [index ibit=180], [index idet=8]
2230 274 # [index ibit=181], [index idet=8]
2231 282 # [index ibit=182], [index idet=8]
2232 289 # [index ibit=183], [index idet=8]
2233 296 # [index ibit=184], [index idet=8]
2234 307 # [index ibit=185], [index idet=8]
2235 322 # [index ibit=186], [index idet=8]
2236 337 # [index ibit=187], [index idet=8]
2237 351 # [index ibit=188], [index idet=8]
2238 366 # [index ibit=189], [index idet=8]
2239 381 # [index ibit=190], [index idet=8]
2240 396 # [index ibit=191], [index idet=8]
2241 368 # [index ibit=192], [index idet=8]
2242 382 # [index ibit=193], [index idet=8]
2243 397 # [index ibit=194], [index idet=8]
2244 412 # [index ibit=195], [index idet=8]
2245 427 # [index ibit=196], [index idet=8]
2246 441 # [index ibit=197], [index idet=8]
2247 456 # [index ibit=198], [index idet=8]
2248 471 # [index ibit=199], [index idet=8]
2249 486 # [index ibit=200], [index idet=8]
2250 500 # [index ibit=201], [index idet=8]
2251 515 # [index ibit=202], [index idet=8]
2252 530 # [index ibit=203], [index idet=8]
2253 545 # [index ibit=204], [index idet=8]
2254 559 # [index ibit=205], [index idet=8]
2255 574 # [index ibit=206], [index idet=8]
2256 589 # [index ibit=207], [index idet=8]
2257 611 # [index ibit=208], [index idet=8]
2258 640 # [index ibit=209], [index idet=8]
2259 670 # [index ibit=210], [index idet=8]
2260 699 # [index ibit=211], [index idet=8]
2261 729 # [index ibit=212], [index idet=8]
2262 758 # [index ibit=213], [index idet=8]
